"Record Length",1000,"Points",-1.60000002e-009,-0.003382815
"Sample Interval",5.00000007e-012,s,-1.59500002e-009,-0.003632815
"Trigger Point",320,"Samples",-1.59000002e-009,-0.003781252
"Trigger Time",           0,s,-1.58500002e-009, -0.00383594
"",,,-1.58000002e-009,-0.003812502
"Horizontal Offset",-1.60000002e-009,s,-1.57500002e-009,-0.003734377
,,,-1.57000002e-009,-0.003632815
,,,-1.56500002e-009, -0.00355469
,,,-1.56000002e-009,-0.003500002
,,,-1.55500002e-009,-0.003453127
,,,-1.55000002e-009,-0.003414065
,,,-1.54500002e-009,-0.003359377
,,,-1.54000002e-009,-0.003296877
,,,-1.53500002e-009,-0.003257815
,,,-1.53000002e-009,-0.003257815
,,,-1.52500002e-009,-0.003312502
,,,-1.52000002e-009,-0.003468752
,,,-1.51500002e-009,-0.003656252
,,,-1.51000002e-009, -0.00389844
,,,-1.50500002e-009,-0.004093752
,,,-1.50000002e-009,-0.004218752
,,,-1.49500002e-009, -0.00424219
,,,-1.49000002e-009,-0.004187502
,,,-1.48500002e-009,-0.004078127
,,,-1.48000002e-009,-0.003937502
,,,-1.47500002e-009,-0.003843752
,,,-1.47000002e-009, -0.00380469
,,,-1.46500002e-009,-0.003812502
,,,-1.46000002e-009, -0.00383594
,,,-1.45500002e-009, -0.00383594
,,,-1.45000002e-009,-0.003789065
,,,-1.44500002e-009, -0.00364844
,,,-1.44000002e-009, -0.00342969
,,,-1.43500002e-009, -0.00317969
,,,-1.43000002e-009, -0.00292969
,,,-1.42500002e-009,-0.002765627
,,,-1.42000002e-009,-0.002703127
,,,-1.41500002e-009,-0.002750002
,,,-1.41000002e-009,-0.002890627
,,,-1.40500002e-009, -0.00311719
,,,-1.40000002e-009,-0.003359377
,,,-1.39500002e-009,-0.003539065
,,,-1.39000002e-009, -0.00364844
,,,-1.38500002e-009,-0.003632815
,,,-1.38000002e-009,-0.003500002
,,,-1.37500002e-009,-0.003289065
,,,-1.37000002e-009,-0.003007815
,,,-1.36500002e-009, -0.00274219
,,,-1.36000002e-009,-0.002507815
,,,-1.35500002e-009,-0.002390627
,,,-1.35000002e-009, -0.00239844
,,,-1.34500002e-009,-0.002562502
,,,-1.34000002e-009, -0.00283594
,,,-1.33500002e-009,-0.003156252
,,,-1.33000002e-009,-0.003484377
,,,-1.32500002e-009,-0.003734377
,,,-1.32000002e-009,-0.003882815
,,,-1.31500002e-009,-0.003859377
,,,-1.31000002e-009, -0.00374219
,,,-1.30500002e-009, -0.00352344
,,,-1.30000002e-009,-0.003250002
