"Record Length",1000,"Points",-1.60000002e-009,-0.003359373
"Sample Interval",5.00000007e-012,s,-1.59500002e-009,-0.003384373
"Trigger Point",320,"Samples",-1.59000002e-009,-0.003384373
"Trigger Time",           0,s,-1.58500002e-009,-0.003340623
"",,,-1.58000002e-009,-0.003271873
"Horizontal Offset",-1.60000002e-009,s,-1.57500002e-009,-0.003178123
,,,-1.57000002e-009,-0.003078123
,,,-1.56500002e-009,-0.002993748
,,,-1.56000002e-009,-0.002943748
,,,-1.55500002e-009,-0.002934373
,,,-1.55000002e-009,-0.002959373
,,,-1.54500002e-009,-0.003009373
,,,-1.54000002e-009,-0.003062498
,,,-1.53500002e-009,-0.003103123
,,,-1.53000002e-009,-0.003115623
,,,-1.52500002e-009,-0.003090623
,,,-1.52000002e-009,-0.003056248
,,,-1.51500002e-009,-0.003024998
,,,-1.51000002e-009,-0.003009373
,,,-1.50500002e-009,-0.003031248
,,,-1.50000002e-009,-0.003081248
,,,-1.49500002e-009,-0.003149998
,,,-1.49000002e-009,-0.003221873
,,,-1.48500002e-009,-0.003274998
,,,-1.48000002e-009,-0.003306248
,,,-1.47500002e-009,-0.003303123
,,,-1.47000002e-009,-0.003278123
,,,-1.46500002e-009,-0.003256248
,,,-1.46000002e-009,-0.003240623
,,,-1.45500002e-009,-0.003246873
,,,-1.45000002e-009,-0.003271873
,,,-1.44500002e-009,-0.003290623
,,,-1.44000002e-009,-0.003296873
,,,-1.43500002e-009,-0.003268748
,,,-1.43000002e-009,-0.003215623
,,,-1.42500002e-009,-0.003118748
,,,-1.42000002e-009,-0.003009373
,,,-1.41500002e-009,-0.002918748
,,,-1.41000002e-009,-0.002871873
,,,-1.40500002e-009,-0.002874998
,,,-1.40000002e-009,-0.002924998
,,,-1.39500002e-009,-0.003018748
,,,-1.39000002e-009,-0.003115623
,,,-1.38500002e-009,-0.003209373
,,,-1.38000002e-009,-0.003268748
,,,-1.37500002e-009,-0.003268748
,,,-1.37000002e-009,-0.003228123
,,,-1.36500002e-009,-0.003162498
,,,-1.36000002e-009,-0.003087498
,,,-1.35500002e-009,-0.003034373
,,,-1.35000002e-009,-0.003009373
,,,-1.34500002e-009,-0.003043748
,,,-1.34000002e-009,-0.003115623
,,,-1.33500002e-009,-0.003196873
,,,-1.33000002e-009,-0.003278123
,,,-1.32500002e-009,-0.003334373
