"Record Length",1000,"Points",-1.60000002e-009,-0.001856248
"Sample Interval",5.00000007e-012,s,-1.59500002e-009,-0.001878123
"Trigger Point",320,"Samples",-1.59000002e-009,-0.001871873
"Trigger Time",           0,s,-1.58500002e-009,-0.001865623
"",,,-1.58000002e-009,-0.001853123
"Horizontal Offset",-1.60000002e-009,s,-1.57500002e-009,-0.001853123
,,,-1.57000002e-009,-0.001881248
,,,-1.56500002e-009,-0.001928123
,,,-1.56000002e-009,-0.001987498
,,,-1.55500002e-009,-0.002043748
,,,-1.55000002e-009,-0.002071873
,,,-1.54500002e-009,-0.002059373
,,,-1.54000002e-009,-0.002015623
,,,-1.53500002e-009,-0.001924998
,,,-1.53000002e-009,-0.001828123
,,,-1.52500002e-009,-0.001746873
,,,-1.52000002e-009,-0.001690623
,,,-1.51500002e-009,-0.001681248
,,,-1.51000002e-009,-0.001715623
,,,-1.50500002e-009,-0.001781248
,,,-1.50000002e-009,-0.001856248
,,,-1.49500002e-009,-0.001918748
,,,-1.49000002e-009,-0.001959373
,,,-1.48500002e-009,-0.001962498
,,,-1.48000002e-009,-0.001937498
,,,-1.47500002e-009,-0.001878123
,,,-1.47000002e-009,-0.001824998
,,,-1.46500002e-009,-0.001784373
,,,-1.46000002e-009,-0.001784373
,,,-1.45500002e-009,-0.001812498
,,,-1.45000002e-009,-0.001887498
,,,-1.44500002e-009,-0.001984373
,,,-1.44000002e-009,-0.002071873
,,,-1.43500002e-009,-0.002143748
,,,-1.43000002e-009,-0.002165623
,,,-1.42500002e-009,-0.002156248
,,,-1.42000002e-009,-0.002093748
,,,-1.41500002e-009,-0.002021873
,,,-1.41000002e-009,-0.001934373
,,,-1.40500002e-009,-0.001868748
,,,-1.40000002e-009,-0.001818748
,,,-1.39500002e-009,-0.001796873
,,,-1.39000002e-009,-0.001784373
,,,-1.38500002e-009,-0.001781248
,,,-1.38000002e-009,-0.001765623
,,,-1.37500002e-009,-0.001740623
,,,-1.37000002e-009,-0.001709373
,,,-1.36500002e-009,-0.001678123
,,,-1.36000002e-009,-0.001659373
,,,-1.35500002e-009,-0.001662498
,,,-1.35000002e-009,-0.001690623
,,,-1.34500002e-009,-0.001749998
,,,-1.34000002e-009,-0.001818748
,,,-1.33500002e-009,-0.001903123
,,,-1.33000002e-009,-0.001974998
,,,-1.32500002e-009,-0.002034373
,,,-1.32000002e-009,-0.002068748
,,,-1.31500002e-009,-0.002078123
,,,-1.31000002e-009,-0.002078123
,,,-1.30500002e-009,-0.002062498
,,,-1.30000002e-009,-0.002040623
,,,-1.29500002e-009,-0.002018748
