"Record Length"	1000	"Points"	-7.77500000e-009	-4.00000028e-003
"Sample Interval"	2.50000000e-011	s	-7.75000000e-009	-4.00000028e-003
"Trigger Point"	311	"Samples"	-7.72500000e-009	-4.00000028e-003
"Trigger Time"	2.81860269e-012	s	-7.70000000e-009	-4.00000028e-003
""			-7.67500000e-009	-4.00000028e-003
"Horizontal Offset"	-7.77500000e-009	s	-7.65000000e-009	-4.00000028e-003
			-7.62500000e-009	-4.00000028e-003
			-7.60000000e-009	-4.00000028e-003
			-7.57500000e-009	-4.00000028e-003
			-7.55000000e-009	-4.00000028e-003
			-7.52500000e-009	-4.00000028e-003
			-7.50000000e-009	-4.00000028e-003
			-7.47500000e-009	-4.80000034e-003
			-7.45000000e-009	-4.80000034e-003
			-7.42500000e-009	-4.80000034e-003
			-7.40000000e-009	-4.80000034e-003
			-7.37500000e-009	-4.80000034e-003
			-7.35000000e-009	-4.00000028e-003
			-7.32500000e-009	-4.00000028e-003
			-7.30000000e-009	-3.20000023e-003
			-7.27500000e-009	-3.20000023e-003
			-7.25000000e-009	-4.00000028e-003
			-7.22500000e-009	-4.00000028e-003
			-7.20000000e-009	-4.00000028e-003
			-7.17500000e-009	-4.80000034e-003
			-7.15000000e-009	-4.80000034e-003
			-7.12500000e-009	-4.80000034e-003
			-7.10000000e-009	-4.80000034e-003
			-7.07500000e-009	-4.00000028e-003
			-7.05000000e-009	-4.00000028e-003
			-7.02500000e-009	-4.00000028e-003
			-7.00000000e-009	-4.00000028e-003
			-6.97500000e-009	-4.00000028e-003
			-6.95000000e-009	-4.00000028e-003
			-6.92500000e-009	-4.00000028e-003
			-6.90000000e-009	-4.00000028e-003
			-6.87500000e-009	-4.00000028e-003
			-6.85000000e-009	-3.20000023e-003
			-6.82500000e-009	-3.20000023e-003
			-6.80000000e-009	-2.40000017e-003
			-6.77500000e-009	-2.40000017e-003
			-6.75000000e-009	-2.40000017e-003
			-6.72500000e-009	-2.40000017e-003
			-6.70000000e-009	-3.20000023e-003
			-6.67500000e-009	-3.20000023e-003
			-6.65000000e-009	-4.00000028e-003
			-6.62500000e-009	-4.00000028e-003
			-6.60000000e-009	-4.80000034e-003
			-6.57500000e-009	-4.80000034e-003
			-6.55000000e-009	-4.80000034e-003
			-6.52500000e-009	-4.80000034e-003
			-6.50000000e-009	-4.80000034e-003
			-6.47500000e-009	-4.80000034e-003
			-6.45000000e-009	-4.80000034e-003
			-6.42500000e-009	-4.80000034e-003
			-6.40000000e-009	-4.80000034e-003
			-6.37500000e-009	-4.80000034e-003
			-6.35000000e-009	-4.80000034e-003
			-6.32500000e-009	-4.80000034e-003
			-6.30000000e-009	-4.80000034e-003
			-6.27500000e-009	-4.80000034e-003
			-6.25000000e-009	-4.80000034e-003
			-6.22500000e-009	-4.80000034e-003
			-6.20000000e-009	-4.00000028e-003
			-6.17500000e-009	-4.00000028e-003
			-6.15000000e-009	-4.00000028e-003
			-6.12500000e-009	-4.00000028e-003
			-6.10000000e-009	-3.20000023e-003
			-6.07500000e-009	-3.20000023e-003
			-6.05000000e-009	-4.00000028e-003
			-6.02500000e-009	-4.00000028e-003
			-6.00000000e-009	-4.00000028e-003
			-5.97500000e-009	-4.80000034e-003
			-5.95000000e-009	-4.80000034e-003
			-5.92500000e-009	-4.80000034e-003
			-5.90000000e-009	-5.60000040e-003
