-1.60000002e-009,-0.001231248
-1.59500002e-09,-0.001193748
-1.59000002e-09,-0.001159373
-1.58500002e-09,-0.001156248
-1.58000002e-09,-0.001178123
-1.57500002e-09,-0.001224998
-1.57000002e-09,-0.001265623
-1.56500002e-09,-0.001296873
-1.56000002e-09,-0.001306248
-1.55500002e-09,-0.001284373
-1.55000002e-09,-0.001240623
-1.54500002e-09,-0.001193748
-1.54000002e-09,-0.001159373
-1.53500002e-09,-0.001153123
-1.53000002e-09,-0.001171873
-1.52500002e-09,-0.001212498
-1.52000002e-09,-0.001281248
-1.51500002e-09,-0.001328123
-1.51000002e-09,-0.001353123
-1.50500002e-09,-0.001346873
-1.50000002e-09,-0.001312498
-1.49500002e-09,-0.001265623
-1.49000002e-09,-0.001212498
-1.48500002e-09,-0.001190623
-1.48000002e-09,-0.001187498
-1.47500002e-09,-0.001215623
-1.47000002e-09,-0.001249998
-1.46500002e-09,-0.001290623
-1.46000002e-09,-0.001309373
-1.45500002e-09,-0.001299998
-1.45000002e-09,-0.001262498
-1.44500002e-09,-0.001209373
-1.44000002e-09,-0.001156248
-1.43500002e-09,-0.001112498
-1.43000002e-09,-0.001090623
-1.42500002e-09,-0.001103123
-1.42000002e-09,-0.001131248
-1.41500002e-09,-0.001165623
-1.41000002e-09,-0.001193748
-1.40500002e-09,-0.001212498
-1.40000002e-09,-0.001203123
-1.39500002e-09,-0.001174998
-1.39000002e-09,-0.001140623
-1.38500002e-09,-0.001099998
-1.38000002e-09,-0.001053123
-1.37500002e-09,-0.001006248
-1.37000002e-09,-0.000959373
-1.36500002e-09,-0.0009187479
-1.36000002e-09,-0.0008781229
-1.35500002e-09,-0.0008468729
-1.35000002e-09,-0.0008312479
-1.34500002e-09,-0.0008406229
-1.34000002e-09,-0.0008656229
-1.33500002e-09,-0.0009218729
-1.33000002e-09,-0.000996873
-1.32500002e-09,-0.001087498
-1.32000002e-09,-0.001165623
-1.31500002e-09,-0.001234373
-1.31000002e-09,-0.001287498
-1.30500002e-09,-0.001321873
-1.30000002e-09,-0.001337498
