-1.60000002e-009, -0.00608594
-1.59500002e-09,-0.005968752
-1.59000002e-09,-0.005921877
-1.58500002e-09,-0.005914065
-1.58000002e-09,-0.00592969
-1.57500002e-09,-0.005968752
-1.57000002e-09,-0.006007815
-1.56500002e-09,-0.006046877
-1.56000002e-09,-0.00608594
-1.55500002e-09,-0.006109378
-1.55000002e-09,-0.006140628
-1.54500002e-09,-0.006171878
-1.54000002e-09,-0.006171878
-1.53500002e-09,-0.006132815
-1.53000002e-09,-0.006070315
-1.52500002e-09,-0.005953127
-1.52000002e-09,-0.005843752
-1.51500002e-09,-0.005757815
-1.51000002e-09,-0.00571094
-1.50500002e-09,-0.00571094
-1.50000002e-09,-0.005765627
-1.49500002e-09,-0.005843752
-1.49000002e-09,-0.00592969
-1.48500002e-09,-0.005953127
-1.48000002e-09,-0.005906252
-1.47500002e-09,-0.005750002
-1.47000002e-09,-0.005570315
-1.46500002e-09,-0.00536719
-1.46000002e-09,-0.005187502
-1.45500002e-09,-0.00511719
-1.45000002e-09,-0.005156252
-1.44500002e-09,-0.005320315
-1.44000002e-09,-0.00558594
-1.43500002e-09,-0.005882815
-1.43000002e-09,-0.006109378
-1.42500002e-09,-0.006281253
-1.42000002e-09,-0.00630469
-1.41500002e-09,-0.006195315
-1.41000002e-09,-0.005984377
-1.40500002e-09,-0.005750002
-1.40000002e-09,-0.00555469
-1.39500002e-09,-0.00542969
-1.39000002e-09,-0.005406252
-1.38500002e-09,-0.005476565
-1.38000002e-09,-0.005578127
-1.37500002e-09,-0.00567969
-1.37000002e-09,-0.005703127
-1.36500002e-09,-0.005671877
-1.36000002e-09,-0.005570315
-1.35500002e-09,-0.00546094
-1.35000002e-09,-0.005390627
-1.34500002e-09,-0.005421877
-1.34000002e-09,-0.005539065
-1.33500002e-09,-0.00574219
-1.33000002e-09,-0.00596094
-1.32500002e-09,-0.006156253
-1.32000002e-09,-0.00627344
-1.31500002e-09,-0.006296878
-1.31000002e-09,-0.006218753
-1.30500002e-09,-0.006132815
-1.30000002e-09,-0.006039065
-1.29500002e-09,-0.006015627
-1.29000002e-09,-0.006039065
-1.28500002e-09,-0.006101565
-1.28000002e-09,-0.006156253
-1.27500002e-09,-0.006132815
-1.27000002e-09,-0.006062502
-1.26500002e-09,-0.005875002
-1.26000002e-09,-0.005640627
-1.25500002e-09,-0.005414065
-1.25000002e-09,-0.005281252
-1.24500002e-09,-0.005265627
-1.24000002e-09,-0.005445315
-1.23500002e-09,-0.005765627
-1.23000002e-09,-0.006187503
-1.22500002e-09,-0.006609378
-1.22000002e-09,-0.007000003
-1.21500002e-09,-0.00724219
-1.21000002e-09,-0.00733594
-1.20500002e-09,-0.00727344
-1.20000002e-09,-0.007101565
-1.19500002e-09,-0.00686719
-1.19000002e-09,-0.006632815
-1.18500002e-09,-0.006406253
-1.18000002e-09,-0.006218753
-1.17500002e-09,-0.006078128
-1.17000002e-09,-0.005953127
-1.16500002e-09,-0.005890627
-1.16000002e-09,-0.005843752
-1.15500002e-09,-0.005812502
-1.15000002e-09,-0.005820315
-1.14500002e-09,-0.005859377
-1.14000002e-09,-0.005937502
-1.13500002e-09,-0.00605469
-1.13000002e-09,-0.006187503
-1.12500002e-09,-0.00630469
-1.12000001e-09,-0.006390628
-1.11500001e-09,-0.006421878
-1.11000001e-09,-0.00636719
-1.10500001e-09,-0.006265628
-1.10000001e-09,-0.006093753
-1.09500001e-09,-0.00592969
-1.09000001e-09,-0.005789065
-1.08500001e-09,-0.005703127
-1.08000001e-09,-0.005695315
-1.07500001e-09,-0.005750002
-1.07000001e-09,-0.005882815
-1.06500001e-09,-0.006062502
-1.06000001e-09,-0.006203128
-1.05500001e-09,-0.006289065
-1.05000001e-09,-0.00630469
-1.04500001e-09,-0.006203128
-1.04000001e-09,-0.006000002
-1.03500001e-09,-0.005750002
-1.03000001e-09,-0.005476565
-1.02500001e-09,-0.005257815
-1.02000001e-09,-0.00514844
-1.01500001e-09,-0.005171877
-1.01000001e-09,-0.00533594
-1.00500001e-09,-0.00558594
-1.00000001e-09,-0.00586719
-9.95000013e-10,-0.006101565
-9.90000013e-10,-0.006226565
-9.85000013e-10,-0.006234378
-9.80000013e-10,-0.006109378
-9.75000013e-10,-0.005937502
-9.70000013e-10,-0.005789065
-9.65000013e-10,-0.005718752
-9.60000013e-10,-0.005820315
-9.55000013e-10,-0.006062502
-9.50000013e-10,-0.006445315
-9.45000013e-10,-0.006859378
-9.40000013e-10,-0.007195315
-9.35000012e-10,-0.00739844
-9.30000012e-10,-0.007390628
-9.25000012e-10,-0.007187503
-9.20000012e-10,-0.006851565
-9.15000012e-10,-0.006453128
-9.10000012e-10,-0.006109378
-9.05000012e-10,-0.005882815
-9.00000012e-10,-0.00583594
-8.95000012e-10,-0.005945315
-8.90000012e-10,-0.006171878
-8.85000012e-10,-0.006421878
-8.80000012e-10,-0.006671878
-8.75000012e-10,-0.006828128
-8.70000012e-10,-0.006882815
-8.65000012e-10,-0.006820315
-8.60000011e-10,-0.006664065
-8.55000011e-10,-0.006453128
-8.50000011e-10,-0.006281253
-8.45000011e-10,-0.006140628
-8.40000011e-10,-0.006046877
-8.35000011e-10,-0.00605469
-8.30000011e-10,-0.006101565
-8.25000011e-10,-0.006164065
-8.20000011e-10,-0.006218753
-8.15000011e-10,-0.006234378
-8.10000011e-10,-0.006171878
-8.05000011e-10,-0.006046877
-8.00000011e-10,-0.005859377
-7.95000011e-10,-0.005640627
